fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc_%,SApM,Str_Def_%,TD_Avg,TD_Acc_%,TD_Def_%,Sub_Avg
Jacob Kilburn,69,145,72,Orthodox,"Jun 28, 1995",2.56,33,6.78,35,0.51,5,20,0.5
Pannie Kianzad,67,135,66,Orthodox,"Dec 08, 1991",5.14,49,3.62,57,0.22,14,83,0.2
Dong Hyun Kim,74,170,76,Southpaw,"Nov 17, 1981",2.12,49,1.89,58,2.93,43,71,0.6
Ji Yeon Kim,67,125,72,Orthodox,"Oct 18, 1989",4.5,34,4.94,57,0,0,42,0
Jeremy Kimball,72,205,72,Switch,"Jan 03, 1991",2.81,46,3.84,49,1.41,20,50,0
Dustin Kimura,67,135,71,Orthodox,"May 21, 1989",1.33,21,3.82,51,0.93,37,50,2.2
Rob Kimmons,70,185,73,Orthodox,"Jan 30, 1981",1.86,48,4.79,38,2.08,46,25,2.4
Kamuela Kirk,70,145,75,Switch,"Apr 13, 1994",5.31,57,12.25,21,2.89,40,100,0
Kyle Kingsbury,76,205,79,Orthodox,"Mar 22, 1982",2.97,40,3.81,51,2.64,41,52,0
Justine Kish,65,125,64,Orthodox,"Apr 13, 1988",4.65,48,4.62,59,1.01,35,55,0.2
Ludovit Klein,67,155,72,Southpaw,"Feb 22, 1995",7.11,69,3.16,42,0,0,0,0
Drakkar Klose,69,155,70,Orthodox,"Mar 09, 1988",3.89,53,3.64,53,1.56,30,68,0
William Knight,70,205,73,Orthodox,"Apr 03, 1988",4.69,76,2.88,33,3.76,66,63,0.5
Jason Knight,70,145,71,Orthodox,"Jul 14, 1992",2.95,33,3.02,51,1.31,31,47,1.7
Erik Koch,70,170,71,Southpaw,"Oct 04, 1988",2.33,42,2.82,47,1.02,42,81,1
Syuri Kondo,64,115,66,Orthodox,"Feb 08, 1989",5.4,44,7.22,58,0,0,83,0.3
Cheick Kongo,76,265,82,Orthodox,"May 17, 1975",3.33,56,1.28,54,2.3,56,52,0.2
Roman Kopylov,72,185,75,Southpaw,"May 04, 1991",2.64,38,3.07,63,0,0,66,0
Naoyuki Kotani,68,155,66,Southpaw,"Dec 08, 1981",1.02,31,2.89,50,0.83,16,46,0.8
Josh Koscheck,70,170,73,Orthodox,"Nov 30, 1977",1.79,36,2.27,63,2.46,48,64,0.4
Karolina Kowalkiewicz,63,115,64,Orthodox,"Oct 15, 1985",5.27,39,5.65,56,0.1,12,75,0.1
Derrick Krantz,70,170,72,Orthodox,"Jan 13, 1988",2.07,37,4.03,50,3.18,50,0,0.8
James Krause,74,170,73,Orthodox,"Jun 04, 1986",4.79,49,4.11,61,0.96,18,59,0.9
Nikita Krylov,75,205,77,Orthodox,"Mar 07, 1992",4.33,56,2.52,43,1.34,33,55,1.3
Mariusz Ksiazkiewicz,75,185,75,Southpaw,"Oct 04, 1989",0.93,45,3.4,39,4,100,0,2
Anton Kuivanen,68,155,72,Orthodox,"May 01, 1984",2.27,38,1.63,67,1.2,100,71,0.4
Aleksei Kunchenko,68,170,70,Orthodox,"May 02, 1984",3.67,44,2.83,63,0.25,33,80,0
Michael Kuiper,72,185,73,Orthodox,"Jun 07, 1989",3.28,54,3.62,54,2.3,55,79,0
Kiichi Kunimoto,70,170,71,Orthodox,"May 01, 1981",1.87,44,3.92,41,1.59,20,28,0.3
Yana Kunitskaya,66,135,68,Orthodox,"Nov 11, 1989",4.22,57,2.62,51,1.62,53,50,0.2
Korey Kuppe,77,170,77,Switch,"Jan 23, 1989",0.73,73,1.33,31,0,0,69,1
Ramazan Kuramagomedov,73,170,73,Orthodox,"Aug 23, 1996",11.67,67,9.13,54,1,14,0,0
Guram Kutateladze,71,155,72,Orthodox,"Jan 08, 1992",2.47,43,3.47,58,0,0,68,0
Mike Kyle,76,205,77,Orthodox,"Mar 31, 1980",3.93,51,3.35,49,1.33,62,50,0.8
Ryan LaFlare,73,170,74,Southpaw,"Oct 01, 1983",2.89,40,1.86,63,2.13,44,58,0.2
Aspen Ladd,66,135,66,Orthodox,"Mar 01, 1995",5.22,55,4.84,46,2.45,75,66,1.2
Noad Lahat,69,145,69,Orthodox,"Jun 08, 1984",2.79,46,1.47,63,2.37,26,16,2.4
Jason Lambert,75,185,75,Orthodox,"Jun 03, 1975",3.21,58,1.84,50,1.35,36,28,2.4
Ricardo Lamas,68,145,71,Orthodox,"May 21, 1982",3.13,47,2.87,57,1.84,33,46,0.9
Nate Landwehr,69,145,72,Orthodox,"Jun 06, 1988",7.02,50,7.67,51,0,0,85,0
Chad Laprise,70,170,71,Orthodox,"Jul 23, 1986",4.78,42,3.59,65,1.05,54,78,0
Taylor Lapilus,66,135,73,Southpaw,"Apr 08, 1992",3.77,45,2,61,0.58,40,81,0.6
TJ Laramie,66,145,66,Orthodox,"Oct 15, 1997",2.73,51,3.24,26,2.56,50,0,0
Lina Lansberg,67,135,65,Orthodox,"Mar 13, 1982",2.76,57,3.7,44,0.71,33,50,0.1
Jeremy Larsen,70,145,70,Orthodox,"May 18, 1984",4.87,48,5.75,57,2.49,33,0,0
Bobby Lashley,75,265,78,Orthodox,"Jul 16, 1976",3.1,63,0.76,63,11.47,70,0,0
Brock Larson,71,170,71,Southpaw,"Aug 23, 1977",1.39,46,1.5,55,2.67,34,43,2
Ilir Latifi,70,205,73,Orthodox,"Jul 28, 1983",2.01,40,2.84,56,2.02,32,100,0.4
Jenel Lausa,65,125,68,Orthodox,"Aug 01, 1988",1.44,42,3.53,53,0.55,66,51,0.8
Joe Lauzon,70,155,71,Orthodox,"May 22, 1984",2.84,39,5.39,54,2.39,45,54,2
Muhammed Lawal,72,205,78,Southpaw,"Jan 11, 1981",3.79,52,1.61,66,5.96,75,87,0
Tom Lawlor,72,205,74,Southpaw,"May 15, 1983",2.5,42,2.41,60,2.46,32,57,1.4
Justin Lawrence,68,145,67,Orthodox,"May 15, 1990",3.84,35,2.83,67,0.72,28,73,0
Lance Lawrence,73,145,74,Orthodox,"Jun 26, 1993",5.87,50,9.8,24,1,100,50,0
Robbie Lawler,71,170,74,Southpaw,"Mar 20, 1982",3.5,45,4.16,60,0.68,64,64,0
Lorenz Larkin,71,170,72,Orthodox,"Sep 03, 1986",3.53,46,2.74,63,0.27,42,79,0.1
Ronnie Lawrence,68,135,68,Switch,"Jun 13, 1992",3.8,58,1.09,61,10.86,76,100,0.5
Valmir Lazaro,72,155,73,Orthodox,"Aug 15, 1985",4.87,37,4.09,61,1.33,40,96,0
Mounir Lazzez,73,170,76,Orthodox,"Nov 16, 1987",5.69,55,4.78,45,3.41,100,60,0
Cung Le,69,185,70,Southpaw,"May 25, 1972",4.36,48,2.98,66,1.37,71,88,0.3
Thanh Le,69,145,74,Orthodox,"Aug 28, 1985",1.97,40,1.82,70,0,0,100,0
Jordan Leavitt,69,155,71,Southpaw,"Jun 02, 1995",1.08,55,0.43,75,6.5,66,0,3.2
Mickael Lebout,71,155,73,Orthodox,"Aug 16, 1987",2.6,34,2.98,54,0,0,60,0
Chris Leben,71,185,73,Southpaw,"Jul 21, 1980",2.87,42,2.87,52,1.14,41,53,0.8
Justin Ledet,76,205,80,Orthodox,"Sep 28, 1988",3.35,39,4.82,49,0.23,50,42,0.2
Vaughan Lee,66,125,66,Orthodox,"Oct 15, 1982",3.47,47,2.07,70,0.81,33,72,1
Andrea Lee,66,125,69,Orthodox,"Feb 11, 1989",5.58,49,3.83,65,1.67,45,57,0.5
Kevin Lee,69,170,77,Orthodox,"Sep 04, 1992",3.9,42,3.23,51,3.21,43,75,0.8
Cheyden Leialoha,68,135,73,Orthodox,"Mar 15, 1994",1.87,28,3.2,53,2,33,71,0
Thales Leites,73,185,78,Orthodox,"Sep 06, 1981",2.13,40,2.99,52,2.1,27,30,1.1
Giacomo Lemos,75,265,75,Orthodox,"Jun 23, 1989",0,0,0,0,0,0,0,0
Amanda Lemos,64,115,65,Southpaw,"May 22, 1987",6.21,64,5.39,45,1.98,100,100,0.5
Jesse Lennox,69,170,72,Orthodox,"Mar 10, 1982",2.69,32,3.2,64,1.22,66,63,0.3
Nik Lentz,68,145,68,Orthodox,"Aug 13, 1984",3.44,47,3.25,50,3.3,32,43,1.2
Victoria Leonardo,65,125,64,Orthodox,"Feb 16, 1990",3.4,37,4.15,47,2.39,37,0,0
Brock Lesnar,75,265,81,Orthodox,"Jul 12, 1977",3.53,72,2.11,50,3.9,55,60,0.5
Valerie Letourneau,67,115,68,Orthodox,"Apr 29, 1983",4.51,37,5.4,58,0.77,45,66,0.3
Leah Letson,67,145,71,Orthodox,"Aug 21, 1992",4.87,40,3.8,63,0,0,100,0
Marcus LeVesseur,69,155,70,Southpaw,"Jul 17, 1982",2.55,64,3.7,37,3.89,36,83,0.6
Natan Levy,69,155,71,Southpaw,"Sep 30, 1991",1.65,60,0.82,57,2.75,100,100,2.8
Derrick Lewis,75,265,79,Orthodox,"Feb 07, 1985",2.59,50,2.16,44,0.52,26,54,0
Bevon Lewis,75,185,79,Orthodox,"May 05, 1991",3.73,43,2.67,54,0,0,66,0
Li Jingliang,72,170,71,Orthodox,"Mar 20, 1988",4.52,42,3.65,59,1.28,39,59,0
Chuck Liddell,74,205,76,Orthodox,"Dec 17, 1969",2.97,35,2.71,56,0.44,75,81,0
Hyun Gyu Lim,75,170,77,Orthodox,"Jan 16, 1985",4.45,41,5.07,51,0.23,100,73,0.2
Juliana Lima,65,115,65,Orthodox,"Mar 15, 1982",1.94,44,2.11,55,1.72,31,70,0
Dhiego Lima,74,170,75,Orthodox,"Jan 31, 1989",3.14,38,3.93,59,1.38,42,73,0.7
Jess Liaudin,69,170,72,Orthodox,NA,2.46,51,2.76,41,3.28,53,30,1.6
Matt Lindland,72,185,74,Southpaw,"May 17, 1970",2.62,50,1.56,52,3.01,48,60,1.3
John Lineker,63,135,67,Orthodox,"Jun 12, 1990",5.36,40,4.27,56,0.56,58,67,0.6
Philipe Lins,74,265,78,Orthodox,"Aug 17, 1985",2.66,40,3.68,49,0,0,0,0
Ariane Lipski,66,125,67,Orthodox,"Jan 26, 1994",3.03,32,4.45,48,0.27,25,45,0.5
Dean Lister,73,185,75,Orthodox,"Feb 13, 1976",1.26,35,1.89,61,1.58,15,50,1.1
Artem Lobov,69,145,65,Southpaw,"Aug 11, 1986",3.52,41,4.82,50,0.39,25,52,0
Dylan Lockard,69,145,72,Orthodox,"May 19, 1992",1.31,53,3.31,52,2.31,40,28,1.2
Michael Lombardo,72,170,72,Orthodox,"Apr 03, 1990",1.47,62,2.63,31,2.5,21,60,0
David Loiseau,72,185,76,Orthodox,"Dec 17, 1979",1.59,44,3.64,43,0.43,42,36,0.1
Christian Lohsen,74,155,77,Southpaw,"Jan 24, 1995",5.27,49,6.93,44,0,0,0,2
Hector Lombard,69,185,71,Southpaw,"Feb 02, 1978",3.02,46,3.35,53,1.69,48,77,0.5
Austin Lingo,70,145,70,Orthodox,"Jul 10, 1994",3.57,44,3.17,62,1,66,76,0
Loma Lookboonmee,61,115,61,Orthodox,"Jan 18, 1996",5.16,55,3.09,59,0.67,25,72,0
Gustavo Lopez,65,135,67,Orthodox,"Jun 27, 1989",2.24,41,4.65,51,1.07,50,27,0.5
Matthew Lopez,67,135,69,Southpaw,"Jan 21, 1987",3.13,50,3.73,55,3.32,60,71,1.3
Brendan Loughnane,70,145,70,Switch,"Dec 05, 1989",6.23,63,6.7,53,1.5,30,92,0
Benito Lopez,70,135,73,Switch,"Apr 06, 1994",4.49,44,4.8,58,0,0,78,0.3
Joe Lowry,71,155,73,Orthodox,"Dec 12, 1989",3.97,34,4.25,63,0,0,0,0
Duane Ludwig,70,170,70,Orthodox,"Aug 04, 1978",4.62,44,3.05,57,0.43,25,59,0.1
Dalcha Lungiambula,68,185,76,Orthodox,"Jul 31, 1987",1.85,50,2.27,43,2.07,50,75,0
Travis Lutter,71,185,75,Orthodox,"May 12, 1973",0.41,32,2.42,42,1.95,24,30,0.7
Tucker Lutz,68,155,72,Orthodox,"Jul 12, 1994",4.33,49,2.8,47,2,57,81,0.5
Vicente Luque,71,170,75,Orthodox,"Nov 27, 1991",5.72,53,5.82,52,0.68,50,64,0.8
Lv Zhenhong,68,145,67,Switch,"Jun 25, 1993",0,0,0,0,0,0,0,0
Chris Lytle,71,170,68,Orthodox,"Aug 18, 1974",3.76,45,3.03,58,0.7,55,55,2.4
Dong Hyun Ma,71,155,70,Orthodox,"Sep 09, 1988",2.84,41,4.1,54,1.27,53,33,0
William Macario,71,170,75,Orthodox,"Jul 01, 1991",4.92,54,3.96,65,1.85,45,78,0
Jason MacDonald,75,185,80,Orthodox,"Jun 03, 1975",1.55,52,2.7,46,1.43,16,35,2
Rob MacDonald,75,205,78,Orthodox,"Sep 05, 1978",1.8,50,2.04,46,7.19,80,80,5.4
Rory MacDonald,72,170,76,Orthodox,"Jul 22, 1989",3.75,42,2.8,62,1.77,47,88,0.4
Ryan MacDonald,71,135,71,Switch,"Mar 18, 1993",2.28,29,6.49,45,0,0,0,0
Veronica Macedo,64,125,64,Southpaw,"Oct 30, 1995",3.13,39,5.06,43,0.57,18,46,0.6
Lyoto Machida,73,185,74,Southpaw,"May 30, 1978",2.59,53,1.57,61,1.21,65,75,0.4
Pauline Macias,64,115,64,Southpaw,"Jun 27, 1988",0.8,29,4.6,42,2,18,0,0
Don Madge,72,155,72,Southpaw,"Nov 12, 1990",2.08,52,0.74,67,2.22,25,80,0.7
Mark Madsen,68,155,72,Orthodox,"Sep 23, 1984",2.28,42,2.53,46,8.33,64,0,0
Jon Madsen,72,265,72,Orthodox,"Feb 12, 1980",2.46,41,1.18,81,1.32,71,70,0
Yoshiro Maeda,67,145,68,Southpaw,"Oct 31, 1981",2.36,33,2.55,63,2.93,51,50,0.7
Vinny Magalhaes,75,205,75,Orthodox,"Jul 02, 1984",2.14,24,3.97,68,1.55,44,66,0.8
Caio Magalhaes,73,185,73,Orthodox,"Dec 14, 1987",2.27,40,2.78,56,1.05,15,58,1.6
Reza Madadi,71,155,73,Orthodox,"Jun 20, 1978",2.51,46,3.31,66,3.17,33,89,0.5
Angela Magana,61,115,65,Orthodox,"Aug 02, 1983",1.53,28,4.92,42,0.4,25,28,0.4
Neil Magny,75,170,80,Orthodox,"Aug 03, 1987",3.67,47,2.05,56,2.46,45,57,0.3
Rashid Magomedov,69,155,70,Orthodox,"Nov 29, 1984",4.4,49,3.05,54,0.67,57,89,0.2
Ruslan Magomedov,75,265,78,Orthodox,"Nov 26, 1986",4.02,47,1.47,66,0.33,100,88,0
John Maguire,69,155,69,Southpaw,"May 19, 1983",1.41,41,2.44,65,2.8,46,77,1.1
Zabit Magomedsharipov,73,145,73,Orthodox,"Mar 01, 1991",4.89,48,3,64,5.22,56,77,0.8
Leonardo Mafra,70,155,70,Orthodox,"Apr 25, 1989",4.55,48,4.38,43,2.12,83,69,0.4
Levan Makashvili,68,145,68,Orthodox,"Jan 07, 1989",2.87,54,2.07,61,3.67,42,85,0
Jennifer Maia,64,125,64,Orthodox,"Oct 06, 1988",3.34,39,3.52,52,0.34,50,56,0.2
John Makdessi,68,155,68,Orthodox,"May 03, 1985",5.36,51,3.76,70,0,0,88,0
Demian Maia,73,170,72,Southpaw,"Nov 06, 1977",1.82,43,2.03,63,2.55,26,61,1
Islam Makhachev,70,155,70,Southpaw,"Oct 27, 1991",2,56,0.77,70,3.46,68,93,1
Zach Makovsky,64,125,64,Southpaw,"Apr 19, 1983",1.94,43,2.24,62,3.71,30,56,0.3
Fabio Maldonado,73,205,75,Orthodox,"Mar 17, 1980",5.29,58,4.31,53,0.44,57,61,0.6
Bea Malecki,69,135,74,Orthodox,"Aug 23, 1991",6.78,46,6.14,62,0,0,78,1.4
Jacob Malkoun,69,185,73,Orthodox,"Aug 26, 1995",0,0,23.33,36,0,0,0,0
Nate Maness,70,135,72,Orthodox,"Jun 27, 1991",2.4,45,4.63,45,1.33,66,88,0.7
Cristiano Marcello,69,155,72,Orthodox,"Dec 03, 1977",2.56,33,3.61,58,0.44,11,20,0.9
Jimi Manuwa,73,205,79,Orthodox,"Feb 18, 1980",3.43,54,3.97,49,0.53,18,70,0.4
Marcos Mariano,73,155,76,Switch,"Oct 12, 1986",0.25,27,2.11,43,0,0,28,0
Ronny Markes,73,185,75,Orthodox,"Apr 21, 1988",2.17,53,2.43,45,3.13,40,100,0.5
Rory Markham,72,170,71,Orthodox,"Mar 25, 1982",1.98,21,10.27,45,0,0,0,0
Christina Marks,67,125,69,Orthodox,"Nov 08, 1985",5,58,3,64,7.5,100,0,0
Randa Markos,64,115,63,Orthodox,"Aug 10, 1985",2.85,41,3.2,59,1.23,28,57,0.2
Nate Marquardt,72,185,74,Orthodox,"Apr 20, 1979",2.71,49,2.32,55,1.87,51,70,0.8
Danilo Marques,78,205,77,Orthodox,"Dec 26, 1985",1.81,88,1.41,50,4.83,34,0,1.2
Carmelo Marrero,72,205,73,Orthodox,"Jan 26, 1981",0.84,34,2.04,54,3.21,36,36,0.9
Julian Marquez,74,185,72,Orthodox,"May 08, 1990",3.5,40,2.98,52,0,0,53,3.4
Eliot Marshall,74,205,77,Orthodox,"Jul 07, 1980",1.93,27,2.39,67,0.47,33,79,0.9
Jack Marshman,72,185,73,Orthodox,"Dec 19, 1989",2.74,25,4.19,56,0,0,20,0
Terry Martin,68,185,71,Orthodox,"Oct 10, 1980",2.82,43,3.13,54,3.1,42,92,0
Mallory Martin,64,115,63,Orthodox,"Jan 29, 1994",3.99,59,5.53,58,3.37,63,25,0.5
Anthony Rocco Martin,72,170,73,Orthodox,"Dec 11, 1989",2.68,37,2.59,58,0.71,27,68,1
Danny Martinez,66,125,67,Orthodox,"Jun 14, 1985",2.73,28,3.77,63,3,45,36,0
Henry Martinez,67,155,69,Southpaw,"Aug 07, 1983",2.79,25,4.01,60,0,0,80,0
Jonathan Martinez,68,135,70,Southpaw,"Apr 20, 1994",4.27,46,3.81,58,0.48,37,63,0
Roque Martinez,70,265,72,Orthodox,"Mar 04, 1986",2.67,51,4.68,59,0.62,50,16,0
Mana Martinez,70,135,70,Orthodox,"Mar 25, 1996",2.11,62,1.27,50,0,0,0,6.3
Adriano Martins,70,155,72,Southpaw,"Dec 16, 1982",1.8,38,2.14,65,0.83,80,81,0.4
Lucas Martins,72,145,72,Southpaw,"Nov 11, 1988",2.87,35,4.14,60,0,0,76,0.5
Jameel Massouh,70,145,72,Orthodox,"Sep 12, 1984",1.91,54,2.62,55,0.67,15,50,0.7
Mike Massenzio,74,185,73,Southpaw,"Nov 01, 1982",2.08,45,3.59,54,2.74,24,50,1.4
Bristol Marunde,73,170,75,Orthodox,"Apr 20, 1982",1.42,21,4.4,47,1.6,33,14,0
Jorge Masvidal,71,170,74,Orthodox,"Nov 12, 1984",4.2,47,3,65,1.57,59,77,0.4
Tiffany Masters,63,115,65,Orthodox,"Jul 31, 1994",3.53,62,2.58,50,3.06,60,0,0
Jake Matthews,71,170,73,Orthodox,"Aug 19, 1994",3.03,44,2.16,61,1.93,41,66,0.6
Miranda Maverick,63,125,65,Southpaw,"Jul 01, 1997",9.8,51,6,62,0,0,0,0
Nick Maximov,72,265,76,Southpaw,"Dec 23, 1997",2.47,58,0.33,58,2,40,0,0
Vladimir Matyushenko,72,205,74,Orthodox,"Jan 04, 1971",1.9,44,1.62,59,3.25,46,70,0.1
Al Matavao,68,205,67,Orthodox,"Feb 23, 1994",7.84,46,6.7,58,0,0,0,0
Don'Tale Mayes,78,265,81,Orthodox,"Jan 16, 1992",4.13,45,4.46,43,0.23,20,59,0
Gina Mazany,66,125,68,Southpaw,"Aug 19, 1988",3.45,47,3.07,51,4.41,63,33,0.3
Gray Maynard,69,155,70,Orthodox,"May 09, 1979",1.92,32,2.64,66,2.91,47,81,0.7
Sabina Mazo,67,135,70,Orthodox,"Mar 25, 1997",6.56,44,3.91,60,0.81,80,66,0.2
Ian McCall,65,125,64,Orthodox,"May 07, 1984",3.59,39,3.25,67,2.08,30,88,0
Molly McCann,64,125,62,Orthodox,"May 04, 1990",5.15,50,4.28,65,1.64,29,28,0.7
Charles McCarthy,70,185,71,Orthodox,"Aug 06, 1980",0.18,12,4.03,56,2.67,60,0,2.7
Sean McCorkle,79,265,81,Orthodox,"Jul 17, 1976",0.85,44,2.48,52,2.12,40,33,4.2
Kris McCray,72,170,76,Orthodox,"Sep 24, 1981",2.69,45,2.57,54,2.88,55,38,0
Tamdan McCrory,76,185,76,Switch,"Nov 05, 1986",2.07,49,1.6,46,2.28,50,33,2.5
Justin McCully,73,265,73,Orthodox,"Feb 18, 1976",1.58,37,2.02,46,1.28,44,43,0
Michael McDonald,69,135,70,Orthodox,"Jan 15, 1991",2.69,42,2.76,57,1.09,66,52,1.4
Rob McCullough,69,155,69,Orthodox,"May 26, 1977",2.47,36,2.84,59,0.46,100,68,0
Robert McDaniel,75,185,75,Southpaw,"May 03, 1983",1.64,44,1.98,56,0.93,50,50,1.4
Drew McFedries,72,185,72,Southpaw,"Jul 27, 1978",5.13,51,4.56,52,1.42,100,56,0.7
Court McGee,71,170,75,Orthodox,"Dec 12, 1984",4.9,36,3.94,61,1.6,21,63,0.4
Conor McGregor,69,155,74,Southpaw,"Jul 14, 1988",5.32,49,4.54,54,0.7,55,67,0
Rhys McKee,74,170,78,Orthodox,"Sep 10, 1995",6.83,53,11.9,43,0,0,20,0
Tim McKenzie,72,185,74,Orthodox,"Jul 21, 1982",1.37,54,2.96,44,0,0,28,2.1
Terrance McKinney,71,145,74,Switch,"Sep 15, 1994",1.17,50,0.59,66,4.4,33,0,0
Cory McKenna,63,115,58,Orthodox,"Nov 07, 1999",3.47,44,3.03,45,0.5,50,71,0
Cody McKenzie,72,155,72,Switch,"Dec 16, 1987",1.74,34,2.5,67,2.5,25,14,2.5
Garreth McLellan,73,185,72,Southpaw,"Sep 01, 1982",3.56,54,2.94,45,1.15,22,34,0.9
Sara McMann,66,135,66,Orthodox,"Sep 24, 1980",2.32,45,1.94,48,4.41,65,50,0.5
James McSweeney,76,265,77,Switch,"Oct 24, 1980",3.94,55,4.33,42,0.52,33,100,1.1
Tim Means,74,170,75,Orthodox,"Feb 20, 1984",5.16,48,3.58,61,0.92,41,64,0.2
Yancy Medeiros,70,155,75,Orthodox,"Sep 07, 1987",4.05,35,5.38,46,0.12,25,76,0.5
Uros Medic,73,155,71,Southpaw,"Apr 25, 1993",19.91,77,0.52,86,0,0,100,0
Emil Meek,71,170,74,Switch,"Aug 20, 1988",2.52,39,2.53,38,0.25,33,47,1
Sanford Alton Meeks,77,265,75,Orthodox,"Apr 05, 1994",0.71,42,4.47,38,7.06,25,0,0
Gerald Meerschaert,73,185,77,Southpaw,"Dec 18, 1987",3.3,42,3.61,51,2.33,43,46,1.7
Jordan Mein,72,170,73,Orthodox,"Oct 10, 1989",3.35,44,2.55,69,1.56,58,66,0.2
Gilbert Melendez,69,145,73,Orthodox,"Apr 12, 1982",3.44,33,2.53,63,1.64,41,71,0.2
Vanessa Melo,65,135,65,Orthodox,"Mar 27, 1988",3.48,30,6.13,59,0,0,71,0
Antonio Mendes,75,205,77,Southpaw,"Apr 19, 1981",1.34,47,6.85,22,2.51,50,100,0
Augusto Mendes,66,135,65,Orthodox,"Mar 03, 1983",2.42,34,3.91,56,1.75,33,80,0
Chad Mendes,66,145,66,Orthodox,"May 01, 1985",2.78,49,2.35,67,4.13,55,100,0.3
Pietro Menga,67,125,68,Southpaw,"Feb 15, 1988",0,0,0,0,0,0,0,0
Alonzo Menifield,72,205,76,Orthodox,"Oct 18, 1987",3.34,47,3.72,45,0,0,85,0
Ivan Menjivar,66,145,64,Orthodox,"May 30, 1982",2.78,37,2.76,65,0.56,28,38,1
Yaotzin Meza,69,145,71,Orthodox,"Feb 04, 1981",1.43,41,1.62,64,1.06,20,18,1.4
Andreas Michailidis,72,185,76,Orthodox,"Jul 18, 1988",4.6,50,3.6,63,0,0,0,0
Zachary Micklewright,72,155,74,Southpaw,"Aug 21, 1976",5.56,53,4.72,54,0.7,12,100,0
Bojan Mihajlovic,71,205,73,Orthodox,"Mar 30, 1980",1.23,35,5.95,47,0,0,33,0
Dan Miller,73,185,74,Orthodox,"Jun 30, 1981",2.03,36,3.06,49,1.67,54,47,1.8
Curtis Millender,74,170,76,Orthodox,"Dec 01, 1987",3.86,46,2.95,61,0.43,100,57,0
Cole Miller,73,145,73,Orthodox,"Apr 26, 1984",3,33,3.88,59,0.6,36,38,1.8
Jim Miller,68,155,71,Southpaw,"Aug 30, 1983",2.73,40,2.99,59,1.69,43,46,1.9
Che Mills,73,170,76,Orthodox,"Sep 29, 1982",2.08,52,2.87,43,1.18,66,58,0
Adam Milstead,75,205,76,Orthodox,"Jul 03, 1987",3.85,46,4.79,43,0,0,64,0
Alberto Mina,72,170,77,Orthodox,"May 02, 1982",3.23,38,3.7,47,1.85,20,50,0
Stipe Miocic,76,265,80,Orthodox,"Aug 19, 1982",4.9,52,3.75,55,1.92,34,70,0
Darrick Minner,67,145,69,Orthodox,"Apr 28, 1990",3.24,70,1.4,43,3,62,60,3.6
Carlton Minus,70,170,75,Orthodox,"Apr 26, 1993",3.5,40,4.97,50,0,0,58,0
Mario Miranda,75,185,74,Orthodox,"Jul 12, 1979",1.96,54,2.46,36,1.02,60,54,0
Frank Mir,75,265,79,Southpaw,"May 24, 1979",2.18,47,3.84,38,2.02,40,54,2
Vitor Miranda,73,185,77,Orthodox,"Mar 10, 1979",2.98,45,2.95,58,0.95,55,50,0.2
David Mitchell,72,170,75,Orthodox,"Oct 24, 1979",1.74,32,2.06,55,0.66,50,29,2
Bryce Mitchell,70,145,70,Southpaw,"Oct 04, 1994",2.29,61,1.46,60,3.26,46,33,2.3
Matt Mitrione,75,265,82,Switch,"Jul 15, 1978",3.55,50,2.79,64,0,0,55,0.7
Hiromitsu Miura,69,170,71,Orthodox,"Sep 22, 1981",2.12,34,2.12,58,2.23,50,69,0.6
Takeya Mizugaki,67,135,69,Orthodox,"Dec 16, 1983",3.37,37,3.27,57,1.46,57,70,0.1
Bobby Moffett,70,145,73,Orthodox,"Jun 01, 1990",3.41,39,3.15,61,2.74,66,66,1.4
Roxanne Modafferi,67,125,69,Orthodox,"Sep 24, 1982",3.13,30,5.03,53,1.42,23,30,0.1
Thiago Moises,69,155,70,Orthodox,"Mar 23, 1995",2.85,37,3.88,60,1.06,33,63,1.2
Nate Mohr,69,155,72,Orthodox,"Mar 03, 1983",3.79,41,2.5,74,0.45,50,71,0
Renato Moicano,71,155,72,Orthodox,"May 21, 1989",5.4,46,3.74,65,1.28,53,78,0.6
Ashkan Mokhtarian,66,125,67,Southpaw,"Sep 15, 1985",1.95,43,3.66,43,0.54,16,33,0
Suman Mokhtarian,68,145,72,Orthodox,"Jun 13, 1992",2.21,43,6.85,48,0,0,0,0
Jeff Molina,66,125,69,Orthodox,"Jul 17, 1997",5.07,38,5.53,55,0,0,0,0
Jeff Monson,69,265,74,Orthodox,"Jan 18, 1971",0.97,30,2.87,59,1.06,12,66,0.7
Darrell Montague,66,125,67,Southpaw,"Nov 03, 1987",1.92,25,5.38,52,0.72,25,33,1.4
Nicco Montano,65,135,65,Southpaw,"Dec 16, 1988",5.6,41,4.43,64,2.25,54,69,0.4
Erick Montano,72,170,73,Orthodox,"Nov 19, 1985",2.79,44,2.06,64,2.29,36,66,0
Augusto Montano,73,170,73,Orthodox,"Oct 25, 1984",3.46,46,2.66,56,0,0,66,0
James Moontasri,70,170,71,Switch,"Apr 10, 1988",2.39,48,3.86,40,0,0,79,0.2
Todd Moore,69,170,71,Southpaw,"Dec 30, 1983",1.83,26,2.3,57,0.78,14,54,0
Taylor Moore,70,135,70,Southpaw,"Oct 16, 1993",0.2,75,2.07,42,0,0,25,0
